full_name,a,e,i,om,w,q,ad,per_y,H,diameter,extent,albedo,rot_per,GM,BV,UB,IR,spec_B,spec_T
"351508 (2005 RN33)",1.733794270639306,.2563895740683385,7.19039731238091,100.7329816859098,300.0594531495097,1.289267496067969,2.178321045210643,2.28299282971665,19.6,,,,,,,,,,
"351545 (2005 TE15)",1.204346224058026,.3435794200190279,13.12955758257571,10.92338571097765,241.1914616837518,.7905576468940636,1.618134801221989,1.32170713748514,19.7,,,,,,,,,,
"351815 (2006 OF15)",2.008255101004385,.3541940701834416,23.20027726927916,122.5992622691178,246.0580312072406,1.296943052812983,2.719567149195786,2.84601064656975,18.4,,,,,,,,,,
"352102 (2007 AG12)",2.089510378446078,.6561665439562545,42.01783073149431,305.5638415227433,68.12537708796731,.7184435748603897,3.460577182031767,3.02047330065387,19.6,,,,,,,,,,
"352143 (2007 LR32)",2.622439632336611,.5169501541849191,10.18351239908902,266.686670100851,71.92039941323377,1.266769060059557,3.978110204613664,4.24684540318696,17.2,,,,2.4162,,,,,,
"353190 (2009 ST)",1.956255004666472,.3684882422220483,10.89677341188965,189.3032033875016,269.8198265773145,1.235398036658838,2.677111972674104,2.73619094402605,19.7,,,,,,,,,,
"353938 (1998 QR15)",2.765060268926518,.5592553598136035,9.458335790431422,320.1759910986352,57.04244604042472,1.218685493321719,4.311435044531319,4.59795911381914,18.1,,,,2.454,,,,,Sq,
"353947 (1999 CT8)",1.249522018473129,.393736148332497,44.50211517277417,337.1470182666464,40.05032618078006,.7575400316628718,1.741504005283385,1.39676734285399,18.7,,,,,,,,,,
"354030 (2001 RB18)",2.346475167392695,.542150913819829,4.180263463101721,198.3572066798717,175.1061672187426,1.074331511135209,3.618618823650181,3.59444750997034,18.5,,,,,,,,,,
"354101 (2001 YF1)",1.486058895057625,.3394499910002454,20.01711129301871,279.4946620138735,289.8561979132882,.9816162165044796,1.99050157361077,1.81159967735182,19.2,,,,,,,,,,
"354127 (2002 BP26)",1.696580202236863,.3944227197601916,30.25445502712751,347.3698621337702,202.7382200920801,1.027410424579304,2.365749979894423,2.20988561279352,19.2,,,,,,,,,X,
"354182 (2002 DU3)",1.145408511556269,.2381805011876969,8.70107419225481,.701625678724234,245.5041940739101,.8725945382091428,1.418222484903395,1.22588240396518,20.7,,,,,,,,,Sq,
"354332 (2003 AD1)",1.819421478663265,.3228461913071514,27.13375409616949,117.5451722380858,44.74614617646817,1.232028183894404,2.406814773432126,2.45418997801629,18.2,,,,,,,,,,
"354663 (2005 LY19)",1.601855812994797,.2398873930040483,30.00457101505968,338.4571347334015,120.234731812362,1.217590798047095,1.986120827942499,2.02741817121709,16.3,,,,,,,,,,
"354713 (2005 SG19)",2.624098723364146,.5888169297328619,24.9041550754337,13.08165270015471,249.2967731324148,1.078984969756947,4.169212476971345,4.2508762018182,16.6,,,,,,,,,,
"354876 (2006 BG55)",1.470516599480236,.5983757692295792,12.4498112772594,140.9664678061024,167.5749221419824,.5905950981013847,2.350438100859087,1.78325355784034,18.5,,,,,,,,,,
"354952 (2006 FJ9)",1.749170565783536,.3459033845892002,4.12240602789144,166.4691049149538,101.5394573423466,1.144126546855205,2.354214584711868,2.31343042669886,19.3,,,,,,,,,,
"355046 (2006 SO19)",1.242258948576352,.2719986761333272,14.24575679494941,98.34401342464854,169.7356618207517,.9043661591488054,1.580151738003899,1.38460661791081,19.5,,,,,,,,,,
"355256 (2007 KN4)",3.342351699481433,.6305662159795353,12.53977270907538,232.4275571595234,51.22832925508482,1.234777635866657,5.449925763096209,6.11063611176464,16.8,,,,,,,,,,
"355770 (2008 RE80)",1.481715688547658,.2460969170598279,16.59260342951385,182.042853105238,26.16275862849107,1.117070025636899,1.846361351458417,1.80366351835831,18.3,,,,,,,,,,
"356285 (2010 DE)",2.11376852354473,.3968572462811541,23.98182697430543,177.027287027445,276.9809207489596,1.274904168014987,2.952632879074472,3.07322489062848,17.3,,,,,,,,,,
"356394 (2010 QD2)",2.009596623709502,.7854641041513486,10.63914137320021,120.7272999731254,125.8364400383881,.4311306119619431,3.58806263545706,2.84886284306343,17.4,,,,,,,,,,
"356991 (1998 QA1)",2.102879927775029,.5332413164522469,8.175261919867879,299.0391353923034,332.9714705395771,.9815374667472666,3.224222388802791,3.04950897397255,18.9,,,,,,,,,,
"357005 (1999 HA2)",2.794708023410107,.6981442829819653,15.08182144655832,147.3524091268705,344.1834591941856,.8435985942625123,4.745817452557701,4.67210790933262,17.9,,,,,,,,,,
"357022 (1999 YG3)",1.284719469533719,.3294971960057278,34.51968586360237,293.2987230275786,250.2212995046503,.8614080066683928,1.708030932399046,1.45619877348923,19.1,,,,,,,,,S,
"357024 (1999 YR14)",1.653736446720292,.4006628554434312,3.72099542058644,3.116715492029892,9.43588301797924,.9911456798264656,2.316327213614117,2.12670694423726,18.9,,,,,,,,,,
"357028 (2000 EJ26)",1.382814001636559,.6148411381935998,9.224569760919875,10.5635129923731,285.8053046418659,.5326030669602907,2.233024936312827,1.62612473062357,19.4,,,,,,,,,,
"357058 (2001 OG25)",1.437111819229448,.2495723775387625,10.69006741429896,153.7002722797747,142.5372160902062,1.078448405715298,1.795775232743597,1.72283642011876,19.9,,,,,,,,,,
"357311 (2003 DC14)",2.880225622546434,.5657331137268242,12.91668723895302,50.05094840393831,9.941791444771841,1.250786612867459,4.509664632225409,4.88818874351125,16.6,,,,,,,,,,
"357414 (2003 XE)",1.712207550368218,.35347103495366,26.9429523153511,90.58327084025363,17.36551683483863,1.106991775484093,2.317423325252343,2.24048898967351,18.3,,,,,,,,,,
"357439 (2004 BL86)",1.502230831878221,.4030577803352893,23.7436365488729,126.7219676953489,311.2479254799997,.89674500723015,2.107716656526292,1.84125190464191,18.9,,,,,,,,,,
"357594 (2004 XL35)",1.355357079192948,.2784202873954302,27.3002203083927,73.78907973554421,356.1485463340013,.9779981716806164,1.732715986705279,1.57793385798143,19.5,,,,,,,,,,
"357618 (2005 EM30)",1.203401178896635,.3369067970175442,53.07932153218906,1.819481493373979,293.0640150896635,.7979671421874328,1.608835215605836,1.32015173608659,19.0,,,,,,,,,,
"357621 (2005 EG94)",1.604761560266397,.4646092170205072,10.75102701616046,332.105370252144,38.26532559210603,.859174548246419,2.350348572286376,2.0329372406521,18.4,,,,,,,,,,
"357622 (2005 EY95)",1.083432171308683,.5383344843405508,3.169884931651223,72.92740073099814,342.0599611875281,.5001832720492599,1.666681070568106,1.12774469615067,20.3,,,,,,,,,,
"358453 (2007 EH88)",1.122552754221611,.4412503835827941,12.09078295632407,3.839064395191194,324.2540362632653,.6272259208294033,1.617879587613819,1.18937373005211,19.8,,,,,,,,,,
"358471 (2007 NS4)",1.874624611274784,.5976708168894128,5.802230851527506,11.2413573936935,47.24243345325609,.7542161884931857,2.995033034056382,2.56672696942567,19.1,,,,,,,,,,
"358744 (2008 CR118)",1.838781069164608,.5115015550401466,3.924931214806484,121.5803118229094,156.9480963022114,.8982416929085275,2.779320445420688,2.49346477939553,18.8,,,,,,,,,,
"359170 (2009 CN5)",1.544980764108864,.4652715239536753,11.91267127715734,349.7925039125075,53.13785667137208,.8261452095128189,2.263816318704909,1.92040495179813,20.0,,,,,,,,,,
"359242 (2009 FT)",1.571718836378976,.7240739840191533,14.58274099940408,90.77220574980066,220.5119345554996,.433678116764103,2.709759555993849,1.97047300408702,18.9,,,,,,,,,,
"359369 (2009 YG)",2.146038744620975,.6978601284588654,3.388100605573475,138.9010360117069,67.42202926404529,.6484038706220793,3.643673618619871,3.14386971353581,18.5,,,,,,,,,,
"359592 (2010 VA1)",1.347666684659471,.2323585662049198,11.74751502262435,207.1743901717857,54.84273308057416,1.034524786089858,1.660808583229083,1.56452295966816,19.8,,,,,,,,,,
"360191 (1988 TA)",1.540067335962288,.478515529440591,2.529414559702836,194.7805057759702,105.1088028002022,.8031211993201336,2.277013472604443,1.91125118178244,20.6,0.4,,,,,,,,,
"360192 (1991 FB)",2.36513031875733,.5695140624563093,9.039040690026013,17.98421798882218,220.0251042684343,1.018155342683257,3.712105294831404,3.63739793010415,19.0,,,,,,,,,,
"360433 (2002 JR9)",2.388597277259693,.6362591948953042,9.899304202574163,122.9101086991204,203.4802832122105,.8688302967013249,3.908364257818062,3.6916676991877,17.7,,,,8.452,,,,,,
"360502 (2003 EO16)",.9346692244710699,.2497339807360796,13.22189272628939,177.9889167773132,167.8925752189919,.7012505583724054,1.168087890569735,0.903639313275981,20.5,,,,,,,,,,
"361071 (2006 AO4)",2.631188352880653,.5821811085349173,24.3863827190175,318.5417432514269,50.4490767873657,1.099360200836431,4.163016504924875,4.2681149685813,15.4,,,,4.093,,,,,,
"361123 (2006 GW2)",1.448331675968384,.1910393079768921,9.419464527758983,136.0117654223713,114.9106143410319,1.171643394870372,1.725019957066397,1.74305160830349,20.3,,,,,,,,,,
"361518 (2007 FD)",2.059680100941378,.6016494723769418,6.946374077045841,222.5733991662208,183.4900424722777,.8204746549447116,3.298885546938044,2.95602336204039,17.1,,,,,,,,,,
"361532 (2007 HF44)",1.600386420043499,.3150908775381313,2.991863610053139,116.4025597747227,314.0824977372263,1.096119258551884,2.104653581535113,2.0246291648717,19.2,,,,,,,,,,
"361538 (2007 JZ20)",1.311268431643241,.3353517938534638,40.47437213842056,200.511857466768,139.0009309705394,.871532210868262,1.75100465241822,1.50157009725505,18.5,,,,,,,,,,
"361611 (2007 TY18)",2.154084010271324,.4092107922091268,8.048327276748955,6.223899242771267,301.47843900398,1.272609585943183,3.035558434599466,3.16156531039846,18.2,,,,,,,,,,
"361689 (2007 VY7)",1.815330760146767,.5037811662002982,6.362122859393343,108.0834897687124,9.515385627207543,.9008013127607546,2.729860207532778,2.44591777006292,19.3,,,,,,,,,,
"361754 (2007 YV29)",1.372989493898211,.3566606226273578,21.88020144148622,59.35148155339456,321.7911326913887,.8832982061436538,1.862680781652767,1.60882580402568,18.9,,,,,,,,,,
"361861 (2008 ED69)",2.890571868664817,.7488646277492782,36.26141101181263,149.8245342419318,172.8061190459177,.7259248422546032,5.055218895075029,4.91455115458339,17.0,,,,,,,,,,
"362310 (2009 UM3)",2.435543337470547,.7882016572000541,12.69932496167678,162.6773901133758,128.5239187749121,.5158440426937112,4.355242632247382,3.80103610463504,18.0,,,,,,,,,,
"363024 (1998 OK1)",1.35584961864306,.429103099964051,13.99144596299285,109.7255043993076,298.5043151706133,.7740503441982465,1.937648893087873,1.57879407255983,19.2,,,,,,,,,,
"363027 (1998 ST27)",.8193815372599919,.530011092040807,21.0551088791619,197.5705368814947,322.4540736450402,.3851002338987484,1.253662840621235,0.741715685214278,19.5,,,,3.,,,,,,
"363067 (2000 CO101)",1.076352695380133,.09002272455332523,15.32316992268108,353.0793364628499,64.95034876856832,.9794564931616982,1.173248897598568,1.11670923146353,19.1,,,,5.120,,,,,Xk,
"363069 (2000 EV106)",1.648770102791851,.3486228100245695,33.47342101180597,170.8958564059049,255.3194275079926,1.073971236472057,2.223568969111644,2.11713405446328,19.1,,,,,,,,,,
"363071 (2000 GD147)",1.893763969366184,.5491364324834227,7.092563625040063,357.4385784414107,182.2200665819216,.8538291792627918,2.933698759469575,2.60613540586806,20.3,,,,,,,,,,
"363075 (2000 OG8)",2.670184280806401,.5417640076741805,5.282906579687988,295.8049230539476,71.03460459255272,1.223574543608126,4.116794018004676,4.36335003945479,17.7,,,,4.0734,,,,,,
"363084 (2000 RD53)",1.786684058419451,.4276569349568317,9.280633107815971,176.00108786,192.68289734071,1.022596230259555,2.550771886579346,2.38825032737574,19.9,,,,14.96,,,,,,
"363116 (2001 GQ2)",1.214349336989029,.5031860943456882,21.82064893191312,37.17402769645928,280.2516702427486,.6033056369382436,1.825393037039814,1.33820812476808,20.1,,,,,,,,,,
"363163 (2001 SE286)",2.03576514081431,.4564841727141068,26.81486309320766,268.561450417556,199.1683043442332,1.106470574669472,2.965059706959147,2.90468948460526,17.8,,,,9.323,,,,,,
"363267 (2002 GS)",1.352734577237261,.4037664944630371,19.75921413872623,34.76433350172169,264.1288647780389,.8065456790472335,1.898923475427289,1.57335632010188,19.9,,,,,,,,,,
"363298 (2002 KL3)",1.950942265597538,.7490903407796288,20.72943715494436,73.41365287695463,293.1184137616269,.4895102590196971,3.412374272175378,2.72505221636088,18.1,,,,,,,,,,
"363305 (2002 NV16)",1.237197941833877,.2198084953924203,3.500686065940896,183.345840782688,179.1867167876493,.9652513237367736,1.509144559930981,1.37615383753922,21.4,,,,0.9067,,,,,,
"363344 (2002 QC7)",1.169120060830332,.1959658133012231,26.80809903013259,336.0480179933617,184.4063364081081,.9400124972629408,1.398227624397724,1.26414494148529,20.0,,,,,,,,,,
"363505 (2003 UC20)",.7810490355824351,.3369780574436028,3.802136157775378,188.4717038933033,59.65821184340888,.5178526488036668,1.044245422361203,0.69028057624452,18.1,,,,,,,,,,
"363599 (2004 FG11)",1.587694841717744,.7242585398230466,3.118445216575479,84.32523259868701,227.8687619707317,.4377932939706677,2.73759638946482,2.00059303718676,21.0,,,,20.0,,,,,,
"363617 (2004 KK17)",1.466953862897011,.5755897793988253,41.5550841919318,103.7014810120998,31.50759472516188,.6225902125638659,2.311317513230156,1.77677684108961,18.3,,,,,,,,,,
"363626 (2004 RA11)",1.824268137844684,.3995267942037269,39.35711321512414,169.7714804702364,276.4477899180637,1.095424136963595,2.553112138725773,2.46400288314376,18.7,,,,,,,,,,
"363734 (2004 XN50)",1.682375488875657,.7781866878490449,3.316453324025951,62.69851460848404,253.0697067354008,.3731732794690918,2.991577698282222,2.18219019847089,18.7,,,,,,,,,,
"363790 (2005 JE46)",1.903757506516645,.5523384610298979,8.260298090299598,238.5149057808561,114.5734260569902,.8522390151931254,2.955275997840165,2.62679176086632,17.7,,,,,,,,,,
"363814 (2005 ND7)",1.964228612705156,.4815719052894855,52.59789722700761,110.1280548914213,241.490903917865,1.018311297260611,2.9101459281497,2.75293686716077,17.8,,,,,,,,,,
"363831 (2005 PY16)",1.97611091673376,.5243770740085683,6.414631466269185,159.4050401514133,193.4367094726565,.9398836563005215,3.012338177166999,2.77795482072163,19.2,,,,,,,,,,
"364136 (2006 CJ)",.6765111272802278,.7548977617191611,10.24345226401825,303.2962790574717,29.58804032205965,.1658143915182773,1.187207863042178,0.556442917090059,20.2,,,,,,,,,,
"364762 (2007 XC10)",1.619416474133636,.2261210095306338,47.9344044125862,254.0554049026993,112.5610623288073,1.253232386151999,1.985600562115273,2.06084833516399,19.4,,,,,,,,,,
"364877 (2008 EM9)",1.959970645383182,.8516191836569548,9.400959550946448,229.7274521802155,181.7137475301119,.2908220443703617,3.629119246396002,2.74399017916917,17.4,,,,,,,,,,
"365014 (2008 OX2)",1.04764296010687,.6020431222987079,6.640050088467405,220.2968703228395,251.8364500987395,.4169167213498693,1.678369198863871,1.07232924583965,20.2,,,,,,,,,,
"365071 (2009 AV)",1.029802370007717,.07399268657616255,45.86532015735226,150.7510168702247,322.1079760747789,.9536045260083468,1.106000214007088,1.04505472397785,18.1,,,,,,,,,,
"365246 (2009 NE)",2.671793457371892,.8653780380831496,35.19234943131389,230.4489445024232,198.7922541697592,.3596820770680088,4.983904837675775,4.36729496851641,16.0,,,,,,,,,,
"365424 (2010 KX7)",.989808264458676,.170963705657164,21.48924663753279,46.54856059039479,62.00731150076984,.8205869756767346,1.159029553240617,0.98477001350352,21.9,,,,,,,,,,
"365449 (2010 NJ1)",.9682968477315129,.540593047714016,11.225761797009,128.2906302829037,358.5150408692056,.4448423037244599,1.491751391738566,0.952842191485768,20.1,,,,,,,,,,
"366470 (2002 FD)",1.423814001916862,.2823103411998072,22.81054130884523,182.2225704833463,267.1305396279313,1.02185658523065,1.825771418603075,1.69897931558403,19.2,,,,,,,,,,
"366615 (2003 LO6)",2.909332917901269,.5756906300157421,34.57831822031532,254.3266793939134,6.475117696963701,1.23445721746915,4.584208618333387,4.96247501884371,16.9,,,,,,,,,,
"366733 (2004 BG121)",1.612624655803759,.3427487024246391,19.43009074689394,128.6873045054395,206.7390360784559,1.05989964752904,2.165349664078478,2.0478971687529,18.8,,,,,,,,,,
"366746 (2004 LJ)",1.087124452612203,.4615849628444273,18.28430993440396,246.7686342943983,256.0162215826559,.5853241525459307,1.588924752678474,1.13351454919811,20.2,,,,,,,,,,
"366774 (2004 TB18)",1.814832860351429,.4505838922381172,13.2072274533405,121.0316526030598,13.03389042220587,.9970984063726468,2.632567314330212,2.44491155801976,17.7,,,,,,,,,,
"366833 (2005 MC)",2.615807371488193,.5929211445543967,27.28675325151295,287.3486977146546,125.1075421418266,1.064839870851586,4.166774872124801,4.23074491591544,16.6,,,,,,,,,,
"367248 (2007 MK13)",1.024698749303208,.1397879799697178,19.88051927716706,95.10808243735372,259.9440912875053,.881458181060616,1.167939317545799,1.03729554207229,20.0,,,,5.286,,,,,,
"367390 (2008 MB5)",1.427672241122174,.3638661216054176,20.40488787127719,115.2562368450936,278.5852413564988,.9081906798213341,1.947153802423014,1.70588981159279,19.1,,,,,,,,,,
"367525 (2009 QZ6)",1.595468783052681,.2331380816772592,18.91639264289042,281.7942719474315,304.6277188116926,1.223504251595828,1.967433314509534,2.01530447418271,17.8,,,,,,,,,,
"367638 (2009 WR6)",1.663632045377502,.2772755071754759,26.49673921468145,284.8963074921979,114.7984451907884,1.20234762624208,2.124916464512923,2.14582409799648,18.4,,,,,,,,,,
"367684 (2010 OS22)",1.636771010331402,.6888087932443873,9.363030607740908,256.9752183979773,179.5570210483434,.5093487458876325,2.764193274775172,2.0940646663792,18.1,,,,,,,,,,
"367789 (2011 AG5)",1.430752770816377,.3902347189008839,3.680564741192053,135.6838056440566,53.51777160883194,.8724233654801871,1.989082176152566,1.71141406056587,21.8,,,,,,,,,,
"367943 Duende (2012 DA14)",.9102932902549428,.08940521598525061,11.60895221723428,146.9689872418122,195.5546193305121,.8289083220297752,.9916782584801103,0.868520781794225,24.0,,,,9.485,,,,,,
"368184 (2000 RN77)",.9505757611999134,.317895967153951,16.10492116259445,312.7711117645292,211.7062003539226,.6483915602401638,1.252759962159663,0.926804868038632,19.5,,,,,,,,,,
"368203 (2001 KO2)",2.492344742284846,.6118191032973478,12.22869900203874,243.074360743568,327.8005713214844,.9674806169522722,4.01720886761742,3.93477925653705,20.4,,,,,,,,,,
